#chr	gene_cis_start	gene_cis_end	gene_id	TSS	end.x	gene_name	TADB_start	TADB_end	TADB_index	TADB_id
chr14	61103122	64960000	ENSG00000258903	62117174	62117175	AL390816.2	60187558	63112550	TADB_1089	chr14_60187558_63112550
chr14	61114352	64960000	ENSG00000186369	62114352	62114353	LINC00643	60187558	63112550	TADB_1089	chr14_60187558_63112550
chr14	61134149	64960000	ENSG00000259142	62139972	62139973	LINC00644	60187558	63112550	TADB_1089	chr14_60187558_63112550
chr14	61150656	64960000	ENSG00000270852	62152257	62152258	AL390816.3	60187558	63112550	TADB_1089	chr14_60187558_63112550
chr14	61514872	64960000	ENSG00000258638	62515122	62515123	AL389895.1	60187558	63112550	TADB_1089	chr14_60187558_63112550
chr14	61604113	64960000	ENSG00000258877	62605716	62605717	ATP5F1AP4	60187558	63112550	TADB_1089	chr14_60187558_63112550
chr14	61699464	64960000	ENSG00000140015	63101865	63101866	KCNH5	60187558	63112550	TADB_1089	chr14_60187558_63112550
chr1	228520000	233320000	ENSG00000010072	231337103	231337104	SPRTN	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	233320000	ENSG00000116903	231337851	231337852	EXOC8	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	232277973	ENSG00000116906	231241206	231241207	GNPAT	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	233320000	ENSG00000116918	231528540	231528541	TSNAX	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	231869589	ENSG00000119280	230869588	230869589	C1orf198	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	232221556	ENSG00000119283	231162111	231162112	TRIM67	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	231745576	ENSG00000135744	230745575	230745576	AGT	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	233320000	ENSG00000135766	231422286	231422287	EGLN1	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	231802003	ENSG00000135773	230747383	230747384	CAPN9	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	231693982	ENSG00000135775	230642480	230642481	COG2	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	232241187	ENSG00000143633	231241186	231241187	C1orf131	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	231978875	ENSG00000143643	230978874	230978875	TTC13	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	233320000	ENSG00000162946	231626789	231626790	DISC1	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	232000733	ENSG00000173409	230978980	230978981	ARV1	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	231640000	ENSG00000177614	230426331	230426332	PGBD5	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	232040254	ENSG00000182118	231040253	231040254	FAM89A	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	231820358	ENSG00000202063	230820249	230820250	RNA5SP79	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	233320000	ENSG00000222407	231281523	231281524	RNA5SP80	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	231879141	ENSG00000223393	230868258	230868259	AL118511.1	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	233320000	ENSG00000223982	231476287	231476288	SNRPD2P2	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	231640000	ENSG00000224407	230281892	230281893	AL136988.1	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	231824707	ENSG00000225656	230824706	230824707	AL118511.2	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	232022183	ENSG00000227934	231021610	231021611	AL732414.1	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	233320000	ENSG00000229228	231612089	231612090	LINC00582	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	232118325	ENSG00000229595	231118324	231118325	AL109810.1	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	231640000	ENSG00000232964	230595582	230595583	LINC01737	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	233320000	ENSG00000233461	231528617	231528618	AL445524.1	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	232187627	ENSG00000235710	231187626	231187627	TRIM67-AS1	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	231640000	ENSG00000235817	230612411	230612412	AL158214.1	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	231894427	ENSG00000240502	230894140	230894141	RN7SL837P	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	231795492	ENSG00000244137	230795491	230795492	AL512328.1	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	233320000	ENSG00000270106	231528652	231528653	TSNAX-DISC1	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	231640000	ENSG00000282564	230426490	230426491	AL133516.1	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	232019924	ENSG00000283799	231019923	231019924	MIR1182	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	231895788	ENSG00000287395	230889948	230889949	AL118511.3	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	233320000	ENSG00000287450	231339557	231339558	AL117352.1	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	233320000	ENSG00000287856	231528602	231528603	AL445524.2	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	228520000	231890169	ENSG00000288037	230890168	230890169	AL118511.4	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	230670634	233320000	ENSG00000222986	231670634	231670635	RNU5A-5P	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	230767464	233320000	ENSG00000286071	231847705	231847706	AL136171.2	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	230814981	233320000	ENSG00000274121	231814981	231814982	AL136171.1	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	230925833	233320000	ENSG00000226758	231925833	231925834	DISC1-IT1	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	231160090	233320000	ENSG00000235152	232160090	232160091	AL353052.1	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	231174932	233320000	ENSG00000236372	232180112	232180113	AL353052.2	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	231221938	233320000	ENSG00000224436	232222173	232222174	BX323014.1	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	231222865	233320000	ENSG00000242794	232222865	232222866	RN7SL299P	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	231280000	233630571	ENSG00000116991	232630570	232630571	SIPA1L2	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	231280000	234440000	ENSG00000135749	233295724	233295725	PCNX2	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	231280000	233983882	ENSG00000135778	232950604	232950605	NTPCR	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	231280000	233832187	ENSG00000206835	232832186	232832187	RNU1-74P	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	231280000	233808407	ENSG00000212916	232804891	232804892	MAP10	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	231280000	233722250	ENSG00000225919	232718070	232718071	LINC01745	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	231280000	234440000	ENSG00000231940	233289446	233289447	RPS7P3	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	231280000	233918018	ENSG00000232175	232917234	232917235	AL122003.1	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	231280000	233751299	ENSG00000236497	232751298	232751299	LINC01744	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	231280000	233700308	ENSG00000238382	232700203	232700204	RNU6-1211P	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	231280000	234440000	ENSG00000251508	233295726	233295727	AL133380.1	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	231280000	233897660	ENSG00000286774	232843385	232843386	AL122003.2	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	232327723	234440000	ENSG00000143674	233327723	233327724	MAP3K21	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	232448626	234448781	ENSG00000252501	233448780	233448781	RNU4-77P	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	232527544	234543633	ENSG00000287423	233543632	233543633	AL360006.1	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	232614105	234672514	ENSG00000135750	233614105	233614106	KCNK1	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	232624151	234624219	ENSG00000265744	233624151	233624152	MIR4427	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	232724453	234730746	ENSG00000286109	233724453	233724454	AL357972.1	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	232836080	234836432	ENSG00000225486	233836431	233836432	AL663058.1	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	232844621	234865370	ENSG00000286666	233865369	233865370	AL663058.2	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	232904104	234905931	ENSG00000287921	233905930	233905931	AL713868.1	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	232904675	235324511	ENSG00000183780	233904675	233904676	SLC35F3	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	233026851	235027227	ENSG00000236101	234027226	234027227	RAC1P7	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	233212606	235215088	ENSG00000233332	234215087	234215088	AL122008.3	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	233261705	235274465	ENSG00000231272	234261705	234261706	AL122008.1	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	233268583	235272500	ENSG00000236244	234272499	234272500	SLC35F3-AS1	230281414	234295727	TADB_109	chr1_230281414_234295727
chr1	233280000	235285541	ENSG00000232166	234284971	234284972	AL122008.2	230281414	234295727	TADB_109	chr1_230281414_234295727
chr14	59879713	61982585	ENSG00000258892	60879713	60879714	AL160236.2	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	59919240	61920155	ENSG00000258485	60920154	60920155	SRMP2	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	59971441	61981170	ENSG00000126814	60981169	60981170	TRMT5	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	59972272	61972466	ENSG00000258656	60972465	60972466	AL160236.1	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	59974326	61974435	ENSG00000206870	60974326	60974327	RNU6-398P	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	59981113	62083733	ENSG00000139974	60981113	60981114	SLC38A6	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	60187558	62550976	ENSG00000027075	61187558	61187559	PRKCH	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	60200000	62281761	ENSG00000182107	61281760	61281761	TMEM30B	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	60200000	62322838	ENSG00000247287	61322837	61322838	AL359220.1	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	60529127	62657964	ENSG00000258989	61529127	61529128	AL355916.3	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	60535385	62545484	ENSG00000258926	61545483	61545484	AL355916.2	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	60556273	62570653	ENSG00000250548	61570652	61570653	LINC01303	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	60570404	62658696	ENSG00000232774	61570404	61570405	AL355916.1	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	60681041	62695823	ENSG00000258777	61695822	61695823	HIF1A-AS1	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	60695512	62748259	ENSG00000100644	61695512	61695513	HIF1A	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	60707564	62751099	ENSG00000258667	61751098	61751099	HIF1A-AS3	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	60734137	62776260	ENSG00000258964	61734137	61734138	AL137129.1	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	60762419	62796428	ENSG00000023608	61762419	61762420	SNAPC1	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	60801712	62803634	ENSG00000279633	61801712	61801713	AL137918.1	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	60811973	64960000	ENSG00000139973	61811973	61811974	SYT16	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	60831861	62832369	ENSG00000258956	61832368	61832369	COX4I1P1	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61069518	64960000	ENSG00000258842	62081153	62081154	AL390816.1	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61103122	64960000	ENSG00000258903	62117174	62117175	AL390816.2	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61114352	64960000	ENSG00000186369	62114352	62114353	LINC00643	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61134149	64960000	ENSG00000259142	62139972	62139973	LINC00644	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61150656	64960000	ENSG00000270852	62152257	62152258	AL390816.3	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61514872	64960000	ENSG00000258638	62515122	62515123	AL389895.1	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61604113	64960000	ENSG00000258877	62605716	62605717	ATP5F1AP4	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61699464	64960000	ENSG00000140015	63101865	63101866	KCNH5	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	65226433	ENSG00000054654	63761898	63761899	SYNE2	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	67760000	ENSG00000070182	64879906	64879907	SPTB	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	67760000	ENSG00000089775	64505212	64505213	ZBTB25	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	67760000	ENSG00000100714	64388030	64388031	MTHFD1	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	67760000	ENSG00000125954	64914484	64914485	CHURC1-FNTB	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	64960000	ENSG00000126785	63204113	63204114	RHOJ	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	67760000	ENSG00000126803	64535904	64535905	HSPA2	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	67760000	ENSG00000126804	64503711	64503712	ZBTB1	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	64960000	ENSG00000126821	63728064	63728065	SGPP1	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	67760000	ENSG00000126822	64704101	64704102	PLEKHG3	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	67760000	ENSG00000139998	64972934	64972935	RAB15	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	64960000	ENSG00000140006	63641870	63641871	WDR89	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	67760000	ENSG00000140009	64338111	64338112	ESR2	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	64960000	ENSG00000154001	63543376	63543377	PPP2R5E	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	67760000	ENSG00000165807	64549919	64549920	PPP1R36	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	67760000	ENSG00000176153	64942904	64942905	GPX2	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	64960000	ENSG00000179600	63318934	63318935	GPHB5	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	67760000	ENSG00000179841	64465498	64465499	AKAP5	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	64960000	ENSG00000200693	63651498	63651499	U3	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	64960000	ENSG00000202182	63848361	63848362	Y_RNA	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	64960000	ENSG00000202490	63618042	63618043	RNU6-597P	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	64960000	ENSG00000205767	63567957	63567958	AL136038.1	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	64960000	ENSG00000206822	63621759	63621760	Y_RNA	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	64960000	ENSG00000207172	63630677	63630678	RNU6-1162P	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	67760000	ENSG00000214770	64338638	64338639	AL161756.1	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	65095125	ENSG00000221537	64095124	64095125	MIR548H1	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	67760000	ENSG00000234911	64387985	64387986	TEX21P	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	67760000	ENSG00000252497	64909779	64909780	RPPH1-2P	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	64960000	ENSG00000252749	63736443	63736444	RNU7-116P	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	64960000	ENSG00000252800	63479271	63479272	AL132992.1	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	67760000	ENSG00000258289	64914360	64914361	CHURC1	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	64960000	ENSG00000258411	63762012	63762013	AL161670.1	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	64960000	ENSG00000258645	63601508	63601509	HSPE1P2	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	64960000	ENSG00000258778	63734696	63734697	EIF2S2P1	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	64960000	ENSG00000258800	63598873	63598874	AL136038.2	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	67760000	ENSG00000258824	64448556	64448557	AL122035.1	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	64960000	ENSG00000258943	63299546	63299547	AL049871.1	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	64960000	ENSG00000258995	63123006	63123007	PARP1P2	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	67760000	ENSG00000259010	64601643	64601644	NUP50P1	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	67760000	ENSG00000259076	64596535	64596536	AL049869.1	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	64960000	ENSG00000259093	63178189	63178190	AL137191.1	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	67760000	ENSG00000259116	64540367	64540368	AL049869.2	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	67760000	ENSG00000259160	64535878	64535879	AL049869.3	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	64960000	ENSG00000261242	63543568	63543569	AL136038.3	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	64960000	ENSG00000270878	63595290	63595291	GCATP1	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	64960000	ENSG00000270912	63808545	63808546	RPS28P1	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	67760000	ENSG00000271511	64361391	64361392	AL161756.2	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	67760000	ENSG00000272909	64442237	64442238	AL122035.2	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	64960000	ENSG00000274015	63642034	63642035	AL136038.4	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	67760000	ENSG00000284269	64785685	64785686	MIR7855	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61840000	67760000	ENSG00000284664	64352283	64352284	AL161756.3	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	63986894	67760000	ENSG00000257365	64986894	64986895	FNTB	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	64003325	67760000	ENSG00000272158	65003766	65003767	AL139022.2	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	64006174	67760000	ENSG00000125952	65102694	65102695	MAX	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	64044687	67760000	ENSG00000266531	65044687	65044688	MIR4706	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	64082033	67760000	ENSG00000259118	65082033	65082034	AL139022.1	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	64124352	67760000	ENSG00000222985	65124541	65124542	RNU2-14P	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	64197254	67760000	ENSG00000255002	65222442	65222443	LINC02324	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	64234515	67760000	ENSG00000258878	65235100	65235101	AL355076.3	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	64236480	67760000	ENSG00000258760	65318789	65318790	AL355076.2	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	64266638	67760000	ENSG00000258613	65267689	65267690	RPL21P7	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	64268828	67760000	ENSG00000214759	65268828	65268829	AL355076.1	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	64279266	67760000	ENSG00000259078	65279266	65279267	PTBP1P	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	64320000	67760000	ENSG00000033170	65410591	65410592	FUT8	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	64320000	67760000	ENSG00000180662	65468340	65468341	RPL21P8	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	64320000	67760000	ENSG00000207781	65471101	65471102	MIR625	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	64320000	67760000	ENSG00000224861	66013788	66013789	YBX1P1	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	64320000	67760000	ENSG00000258629	65881069	65881070	NCOA4P1	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	64320000	67760000	ENSG00000258847	66004522	66004523	AL391261.1	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	64320000	67760000	ENSG00000258960	65901450	65901451	FTH1P13	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	64320000	67760000	ENSG00000258980	65529573	65529574	EIF1AXP2	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	64320000	67760000	ENSG00000266740	65335182	65335183	MIR4708	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	64320000	67760000	ENSG00000276116	65412689	65412690	FUT8-AS1	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	64320000	67760000	ENSG00000277651	65987446	65987447	AL391261.2	60811973	66061803	TADB_1090	chr14_60811973_66061803
chr14	61699464	64960000	ENSG00000140015	63101865	63101866	KCNH5	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	65226433	ENSG00000054654	63761898	63761899	SYNE2	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	67760000	ENSG00000070182	64879906	64879907	SPTB	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	67760000	ENSG00000089775	64505212	64505213	ZBTB25	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	67760000	ENSG00000100714	64388030	64388031	MTHFD1	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	67760000	ENSG00000125954	64914484	64914485	CHURC1-FNTB	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	64960000	ENSG00000126785	63204113	63204114	RHOJ	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	67760000	ENSG00000126803	64535904	64535905	HSPA2	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	67760000	ENSG00000126804	64503711	64503712	ZBTB1	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	64960000	ENSG00000126821	63728064	63728065	SGPP1	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	67760000	ENSG00000126822	64704101	64704102	PLEKHG3	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	67760000	ENSG00000139998	64972934	64972935	RAB15	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	64960000	ENSG00000140006	63641870	63641871	WDR89	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	67760000	ENSG00000140009	64338111	64338112	ESR2	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	64960000	ENSG00000154001	63543376	63543377	PPP2R5E	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	67760000	ENSG00000165807	64549919	64549920	PPP1R36	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	67760000	ENSG00000176153	64942904	64942905	GPX2	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	64960000	ENSG00000179600	63318934	63318935	GPHB5	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	67760000	ENSG00000179841	64465498	64465499	AKAP5	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	64960000	ENSG00000200693	63651498	63651499	U3	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	64960000	ENSG00000202182	63848361	63848362	Y_RNA	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	64960000	ENSG00000202490	63618042	63618043	RNU6-597P	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	64960000	ENSG00000205767	63567957	63567958	AL136038.1	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	64960000	ENSG00000206822	63621759	63621760	Y_RNA	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	64960000	ENSG00000207172	63630677	63630678	RNU6-1162P	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	67760000	ENSG00000214770	64338638	64338639	AL161756.1	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	65095125	ENSG00000221537	64095124	64095125	MIR548H1	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	67760000	ENSG00000234911	64387985	64387986	TEX21P	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	67760000	ENSG00000252497	64909779	64909780	RPPH1-2P	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	64960000	ENSG00000252749	63736443	63736444	RNU7-116P	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	64960000	ENSG00000252800	63479271	63479272	AL132992.1	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	67760000	ENSG00000258289	64914360	64914361	CHURC1	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	64960000	ENSG00000258411	63762012	63762013	AL161670.1	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	64960000	ENSG00000258645	63601508	63601509	HSPE1P2	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	64960000	ENSG00000258778	63734696	63734697	EIF2S2P1	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	64960000	ENSG00000258800	63598873	63598874	AL136038.2	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	67760000	ENSG00000258824	64448556	64448557	AL122035.1	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	64960000	ENSG00000258943	63299546	63299547	AL049871.1	63084232	68816590	TADB_1091	chr14_63084232_68816590
chr14	61840000	64960000	ENSG00000258995	63123006	63123007	PARP1P2	63084232	68816590	TADB_1091	chr14_63084232_68816590
